platform,subject,accuracy,points,ws,ls,perseveration,beta,eta_p,eta_n,kappa
mturk,vh8uyrnltv4hh60dzg5r3n1i,0.37777777777777777,44.0,1.0,0.21739130434782605,0.32,5.931505,0.965518,0.470556,0.9546775000000001
mturk,w1qbxw4ltfgr7ddtsf930nhc,0.7888888888888889,79.0,0.6538461538461539,0.6363636363636364,0.10666666666666667,3.08322,0.7800199999999999,0.8097705,0.0177637
mturk,w4ascja5gszgs3ox6eh471me,0.5222222222222223,44.0,0.7906976744186046,0.9130434782608696,0.25333333333333335,2.82227,0.4092785,0.9099415,-0.7709325
mturk,w8rp7rwwb638sy4r2hha3hud,0.6777777777777778,57.0,0.9824561403508771,0.5625,0.28,5.36786,0.9099135,0.9629285,-0.2448735
mturk,waigs5rf1gkl2y4f6yt2la5q,0.7,56.0,1.0,0.4411764705882353,0.22666666666666666,7.6079799999999995,0.6384274999999999,0.521342,0.15180749999999998
mturk,wdsdynq3ht0uipzelqp7g0xd,0.25555555555555554,31.0,0.3225806451612903,0.6206896551724138,0.4266666666666667,-1.77936,0.6625635,0.022702550000000002,1.2456
mturk,wjo05xz5faw7ef8m6bu18ev5,0.6888888888888889,58.0,1.0,0.935483870967742,0.16,10.5791,0.7727655,0.9901625000000001,-0.8038065
mturk,x12oo9pn58e61fflukvug2mr,0.6777777777777778,55.0,1.0,0.2941176470588235,0.29333333333333333,10.1391,0.826198,0.9839475,-0.606264
mturk,x3lheipk8oq00fhkkfjrw6p1,0.6777777777777778,52.0,1.0,0.23684210526315785,0.24,10.10405,0.8791629999999999,0.5632755,0.503476
mturk,xe6oqx37xdawxlzrgixjkrxn,0.7333333333333333,63.0,0.9838709677419355,0.7037037037037037,0.14666666666666667,6.589684999999999,0.8410044999999999,0.9880255,-0.6254225
mturk,xfte2nnmwo5forvvnhf147te,0.5777777777777777,46.0,0.9347826086956522,0.6976744186046512,0.26666666666666666,9.359625,0.245412,0.6622144999999999,-0.5717185
mturk,xpy7msfhii19kauw617rabm7,0.7111111111111111,64.0,0.9841269841269841,0.5384615384615384,0.13333333333333333,6.09754,0.744821,0.6926905000000001,0.09147475
mturk,y0m7gu1o0uy9u4nmziwujofk,0.5666666666666667,53.0,1.0,0.45945945945945943,0.2,10.630199999999999,0.7801665,0.997236,-1.005465
mturk,y3o44ojrgzutttr3noil3v6m,0.5666666666666667,54.0,1.0,0.6571428571428571,0.30666666666666664,11.843399999999999,0.784206,0.9958135,-0.9531215
mturk,ycz8oq9t09kjdd31e6iws4zh,0.4,43.0,0.7619047619047619,0.7659574468085106,0.25333333333333335,2.19429,0.454321,0.858472,-0.6223215
mturk,yr5vu6xys2fnolxie1e30c7h,0.5222222222222223,43.0,1.0,0.2978723404255319,0.28,9.59859,0.709497,0.436064,0.3828865
mturk,z2y2avzhhdgfqg8idm03titm,0.6,54.0,0.9814814814814815,0.6285714285714286,0.2,8.013355,0.4823015,0.985131,-1.113355
mturk,z4quosqgyjnj8vmg4rc84q3i,0.5777777777777777,42.0,1.0,0.5833333333333333,0.28,10.70205,0.7657134999999999,0.885323,-0.257159
mturk,zakt1hcsgy0eh24ehvvxnf3b,0.5111111111111111,43.0,1.0,0.5319148936170213,0.32,4.758465,0.9465875,0.8565754999999999,0.257325
mturk,zaz4ydbrsd4x6rstq0t1d95s,0.5888888888888889,56.0,0.8181818181818182,0.8529411764705882,0.21333333333333335,2.821885,0.2999575,0.9533045,-1.086095
mturk,zhyatjv91vue1ejply55efv6,0.34444444444444444,34.0,0.696969696969697,0.4642857142857143,0.4,0.960533,0.29648050000000004,0.37750150000000005,-0.2768635
mturk,zwbaaowabh4qdkku0tqsmyc7,0.4666666666666667,45.0,0.7333333333333333,0.7954545454545454,0.26666666666666666,1.392305,0.5255835,0.783706,-0.30715000000000003
mturk,zwmgj98ty8oq9j77mhqho8gx,0.36666666666666664,33.0,0.9090909090909091,0.9642857142857143,0.29333333333333333,3.91969,0.67583,0.9577625000000001,-0.6566704999999999
prolific,02hfkd0x4jtnoiwsds69adoq,0.6777777777777778,80.0,0.475,0.5555555555555556,0.17333333333333334,4.54636,0.07695175,0.008915365,0.7088490000000001
prolific,0do1x8qmwi6ok206agh1xqwb,0.6444444444444445,57.0,1.0,0.6060606060606061,0.24,11.0869,0.6784665,0.9716145,-0.7368185
prolific,0imgqq6qokryvins8vmkeh7v,0.5666666666666667,50.0,0.88,0.9743589743589743,0.21333333333333335,2.810735,0.7872325,0.947144,-0.425062
prolific,0kw0yjeyfmbqohivbcjol0y4,0.5777777777777777,50.0,0.86,0.7948717948717949,0.2,3.916325,0.353218,0.9651915,-1.09058
prolific,0tztck6s2pmdsciuznilgj90,0.5333333333333333,47.0,0.9565217391304348,0.6511627906976745,0.28,4.325089999999999,0.813617,0.8378595,-0.048641149999999994
prolific,0vl2swi8jsl18qhae18l9lfn,0.7333333333333333,53.0,1.0,0.6216216216216216,0.2,11.79215,0.783912,0.8127504999999999,-0.054667549999999995
prolific,12c8bstpywx1b84b0gh2tof4,0.6,46.0,0.9782608695652174,0.6046511627906976,0.24,9.379380000000001,0.48700699999999997,0.8474254999999999,-0.5487675000000001
prolific,1i545xikf02ck7ekr6psckaq,0.5222222222222223,37.0,0.8055555555555556,0.7735849056603774,0.25333333333333335,2.7385,0.7559845000000001,0.7043885,0.056360850000000004
prolific,1id28gbzeshkr8a3rjqtu7gm,0.5777777777777777,53.0,0.8076923076923077,0.9459459459459459,0.2,3.826595,0.34174550000000004,0.926258,-0.9693864999999999
prolific,1sxr2nbpa4aj8f9ggyd14vjn,0.45555555555555555,48.0,0.3617021276595745,0.9523809523809523,0.25333333333333335,1.574,0.5313755,0.8407724999999999,-0.44392299999999996
prolific,1u2wyleqh3t6iqx93tokdv0k,0.6555555555555556,54.0,0.9811320754716981,0.9166666666666666,0.12,8.05582,0.6149835,0.9876355,-0.9691485
prolific,25fuwx9wj8mwr4avjszslbbx,0.6333333333333333,53.0,0.9056603773584906,0.7222222222222222,0.2,4.436030000000001,0.460594,0.785183,-0.4559975
prolific,2g95z4j2bkkzbjeeh5wex9qe,0.43333333333333335,35.0,0.8285714285714286,0.7777777777777778,0.22666666666666666,2.47781,0.81553,0.9832375,-0.6387935
prolific,2leyyrsxpwbmugus6n9l7hgm,0.5777777777777777,56.0,0.8363636363636363,0.8823529411764706,0.22666666666666666,2.8034100000000004,0.76031,0.9600299999999999,-0.5176799999999999
prolific,2sdnu1yjjuxyew3zpe8nwlhb,0.5888888888888889,51.0,0.98,0.20512820512820518,0.29333333333333333,8.74334,0.27242849999999996,0.34314,-0.11335600000000001
prolific,354ipv8jxmf3sgg4kl6iwjyg,0.5777777777777777,53.0,1.0,0.7297297297297297,0.2,13.05685,0.6150599999999999,0.872657,-0.40889
prolific,3qz20dlryiffihwsltdnk6cn,0.32222222222222224,38.0,0.7567567567567568,0.15384615384615385,0.2,-5.700245,0.9806805000000001,0.102824,1.667005
prolific,3yg7loing1p7y2bbmo5b777o,0.4,37.0,0.9722222222222222,0.5471698113207547,0.30666666666666664,4.365069999999999,0.7209615,0.8433710000000001,-0.2270885
prolific,4558saz9j220kta4eyyti4lz,0.6222222222222222,50.0,1.0,0.41025641025641024,0.21333333333333335,17.182,0.8671115,0.771352,0.193346
prolific,465libnx33ipciqmfy8yh88w,0.6444444444444445,55.0,1.0,0.3142857142857143,0.24,5.86575,0.810441,0.602995,0.31485399999999997
prolific,4kfljupnt4llnjgshhe5xho5,0.5666666666666667,45.0,1.0,0.24444444444444446,0.25333333333333335,6.608695,0.8672495,0.435439,0.6404034999999999
prolific,4szus5mziv7x6mwgfpa0oiq8,0.4222222222222222,40.0,0.925,0.6122448979591837,0.3466666666666667,8.110994999999999,0.220225,0.955872,-1.2500499999999999
prolific,4vw992lb5egmeaykdxcetamb,0.4888888888888889,39.0,1.0,0.8431372549019608,0.25333333333333335,10.3198,0.8001115,0.992999,-0.8322355
prolific,54j8pa9apq5tj4fkft6dso0v,0.7222222222222222,60.0,0.9661016949152542,0.5,0.12,4.8813949999999995,0.6470685,0.695669,-0.061913300000000004
prolific,54ju60u1l79ogrexh490fh3s,0.6555555555555556,55.0,0.9629629629629629,0.9714285714285714,0.14666666666666667,5.02557,0.8663225,0.9714015,-0.432357
prolific,5a7qv48urh69t3za7xww81ue,0.5111111111111111,37.0,0.7777777777777778,0.5849056603773585,0.36,8.81111,0.22751549999999998,0.7420614999999999,-0.6819315
prolific,5m3nhzzzppo3vc3k6if20tnm,0.4111111111111111,42.0,0.6097560975609756,0.6875,0.30666666666666664,1.456275,0.7325225,0.9657294999999999,-0.6350475
prolific,5moe0thth6evd7ri4hpzlxwm,0.5777777777777777,55.0,0.9814814814814815,0.7142857142857143,0.2,6.652775,0.8491895,0.991957,-0.697057
prolific,5tqi72vno74hjnv7elkchmn7,0.5,46.0,0.9555555555555556,0.5454545454545454,0.32,4.546645,0.484757,0.649466,-0.215003
prolific,5vlapy2kltynt6q6usdmw53x,0.4222222222222222,46.0,0.7555555555555555,0.7272727272727273,0.29333333333333333,2.00892,0.646992,0.9635555,-0.695786
prolific,65z4s3erqhtq0y32l4ud5c77,0.7666666666666667,62.0,1.0,0.3571428571428571,0.18666666666666668,10.8042,0.894344,0.486142,0.64028
prolific,6ueltttfobtmc33ejn29z66s,0.6555555555555556,56.0,0.8545454545454545,0.7647058823529411,0.17333333333333334,3.173315,0.6110895000000001,0.897868,-0.49041250000000003
prolific,77drfp2k71bu1i898kgrkloj,0.6555555555555556,48.0,0.9787234042553191,0.5238095238095238,0.25333333333333335,8.419875000000001,0.4971355,0.7671509999999999,-0.35602100000000003
prolific,7ezim729gp6n5w6uep9hptuu,0.6222222222222222,53.0,0.9807692307692307,0.5675675675675675,0.14666666666666667,5.286265,0.919562,0.9818365,-0.3697705
prolific,7onu45df12zkrxfc750nn4sa,0.5666666666666667,50.0,0.9591836734693877,0.75,0.25333333333333335,8.479595,0.39348799999999995,0.8563540000000001,-0.6990555
prolific,7sw6swyfiqm06ookrrxv1ejk,0.32222222222222224,30.0,0.6666666666666666,0.6949152542372881,0.29333333333333333,1.1457,0.577635,0.663359,0.05179065
prolific,84vog25x6i4fgbjucffyhd5p,0.5111111111111111,44.0,1.0,0.3913043478260869,0.26666666666666666,10.1903,0.79141,0.998458,-1.079965
prolific,8lfe345vgkvurp8du9sfe3cu,0.7888888888888889,56.0,0.9821428571428571,0.5757575757575757,0.10666666666666667,9.729285,0.5745635,0.7873135,-0.290757
prolific,8p2ni1ijdad6gblaeiq7rgzi,0.7111111111111111,59.0,1.0,0.3548387096774194,0.21333333333333335,8.79941,0.785106,0.5597430000000001,0.32295799999999997
prolific,9k89ceqjj2pul71i5uhx7kt5,0.7777777777777778,60.0,1.0,0.8666666666666667,0.12,11.914200000000001,0.7803625000000001,0.9757245000000001,-0.6062909999999999
prolific,9kzs2lfi4bmyk5xz03ck58ne,0.6222222222222222,55.0,0.8363636363636363,0.9705882352941176,0.17333333333333334,5.990625,0.42461,0.956868,-0.9887965000000001
prolific,9s73oel30gm6y0mvrbrhg5sl,0.6555555555555556,54.0,0.9811320754716981,0.5555555555555556,0.16,4.594165,0.7076705,0.7475799999999999,-0.06943479999999999
prolific,a2v38wfhjdt19iwmixx5ubbn,0.7333333333333333,78.0,0.6363636363636364,0.25,0.13333333333333333,-3.020505,0.0102288,0.215127,-0.904785
prolific,a4sq9uovavhzmy3ugpw14nes,0.5,50.0,1.0,0.32499999999999996,0.30666666666666664,11.33745,0.9230259999999999,0.5679000000000001,0.6257165
prolific,acyid5qbf3sxlj6irj8rue2i,0.43333333333333335,33.0,0.6363636363636364,0.6428571428571428,0.32,1.90091,0.8643755,0.9040555,-0.159055
prolific,adledzgxw4grcbjza71kl0bz,0.6333333333333333,57.0,0.9821428571428571,0.7575757575757576,0.2,8.555215,0.6024775,0.9920005,-1.07189
prolific,as4opn0p6i53xieis0t6eqgj,0.6111111111111112,56.0,0.9818181818181818,0.7941176470588236,0.17333333333333334,5.010345,0.8378615,0.9775465,-0.5401415
prolific,aw52ysj006w4svfzx022ho6a,0.6888888888888889,62.0,1.0,0.9642857142857143,0.2,6.65958,0.8653785,0.9656819999999999,-0.39263
prolific,b50ed6wgqvfuz39mn3dw9s5i,0.6777777777777778,59.0,1.0,0.29032258064516125,0.24,7.197625,0.8793124999999999,0.46280849999999996,0.6360380000000001
prolific,b6ntfmchp7gcv2hhdnmy8dcx,0.5111111111111111,41.0,1.0,0.6458333333333333,0.36,6.5983149999999995,0.8588155,0.9695754999999999,-0.438593
prolific,bd1lnrnygthu88n7uhqouupu,0.6555555555555556,52.0,1.0,0.368421052631579,0.17333333333333334,14.08275,0.40144100000000005,0.830994,-0.5952175
prolific,bgdbxmyihscd8j5yck7zpncx,0.4444444444444444,39.0,0.6578947368421053,0.6666666666666667,0.3333333333333333,1.901715,0.66866,0.566296,-0.02628775
prolific,bglkgiekgvpk66wserkvszvn,0.7222222222222222,61.0,1.0,0.9310344827586207,0.17333333333333334,10.57865,0.801428,0.9620865000000001,-0.4793415
prolific,bpx7zoh3jy0thvu8qzq8lf0w,0.6555555555555556,57.0,0.9649122807017544,0.5625,0.17333333333333334,8.956890000000001,0.1372625,0.949683,-1.374195
prolific,brbcu0xzd02uqsem1xrt52wr,0.7333333333333333,58.0,1.0,0.5,0.17333333333333334,7.617095,0.9259364999999999,0.615759,0.564947
prolific,bzkr2dox2xt1y9h4s7wpssde,0.6555555555555556,54.0,1.0,0.9714285714285714,0.17333333333333334,10.87745,0.7711695000000001,0.986228,-0.747682
prolific,c0vajovs4eeyqef7vqaq0ae3,0.5444444444444444,38.0,0.9459459459459459,0.6730769230769231,0.32,5.86322,0.4995995,0.8703395,-0.603102
prolific,clbuh3a2585h6gnz793fuy9c,0.5555555555555556,54.0,0.5660377358490566,0.6388888888888888,0.22666666666666666,1.41478,0.6355815,0.840032,-0.34829299999999996
prolific,cng3i38r1jvcidbz5s9p6pw8,0.5,51.0,0.803921568627451,0.8947368421052632,0.22666666666666666,2.0943050000000003,0.8704495000000001,0.8926855,-0.067473
prolific,cwgfb4shdtmzip7h3libx8if,0.45555555555555555,40.0,0.8,0.7959183673469388,0.28,4.937765,0.214198,0.733082,-0.7256575
prolific,cyf4lwt71hzndc26n3gok5gn,0.5222222222222223,47.0,0.5869565217391305,0.8372093023255813,0.3333333333333333,1.83897,0.718026,0.671659,0.00986713
prolific,d4kdo4b2j6sp5t7p2c7ay6u2,0.6555555555555556,58.0,0.9824561403508771,0.9375,0.18666666666666668,8.59893,0.5242305,0.9458770000000001,-0.7928029999999999
prolific,d548x9pit2z980gmf8mcce2g,0.6111111111111112,56.0,0.8909090909090909,0.9705882352941176,0.22666666666666666,3.673635,0.6974005000000001,0.9446525,-0.5220955
prolific,d9hniznzrxs4dgpe5u2oh4gp,0.7111111111111111,57.0,1.0,0.4242424242424242,0.18666666666666668,9.69721,0.596669,0.6617649999999999,-0.07434995
prolific,ddmw598i3zvxrzwq9tinro14,0.6,45.0,1.0,0.2954545454545454,0.29333333333333333,5.37665,0.940293,0.9182605,0.05052085
prolific,dduz8pfhwdmhubex0xukns3v,0.6777777777777778,58.0,0.9824561403508771,0.75,0.14666666666666667,4.263915,0.917427,0.9846239999999999,-0.411206
prolific,dfr3ft3vadd2ecq1pqhkiiid,0.5777777777777777,50.0,0.7551020408163265,0.975,0.17333333333333334,2.19395,0.7016175,0.9658045,-0.6424925
prolific,drsp05u7fyun1p5gbhu3a7r9,0.5333333333333333,47.0,0.8695652173913043,0.9767441860465116,0.26666666666666666,3.1621750000000004,0.8767295,0.938014,-0.24059049999999998
prolific,dz9dqzx96f5jbaaue75gaip4,0.4111111111111111,42.0,0.42857142857142855,0.8085106382978724,0.3333333333333333,1.30381,0.8766775,0.8716619999999999,0.01992025
prolific,e0nvk8pb717u3eqm3wsl2gkf,0.5,41.0,0.8292682926829268,0.8333333333333334,0.30666666666666664,2.2737100000000003,0.967212,0.9431700000000001,0.1137745
prolific,ef4f7206jrf8matkgc345hmc,0.6111111111111112,46.0,1.0,0.41860465116279066,0.25333333333333335,10.9237,0.9156905,0.8381765,0.2131135
prolific,ehwkf4wl2iz2imaw3cx7ysx3,0.6888888888888889,50.0,1.0,0.5128205128205128,0.25333333333333335,13.03585,0.9027719999999999,0.7745805,0.283943
prolific,emabcgvxonq2ef9by0gz9zgi,0.4111111111111111,40.0,0.85,0.7959183673469388,0.30666666666666664,3.2081049999999998,0.3937815,0.9634915,-1.032465
prolific,evqas6s8izco827tpqjvoxcj,0.6666666666666666,58.0,0.9473684210526315,0.96875,0.18666666666666668,4.443675,0.6841765,0.9500985,-0.5643075
prolific,f9xjoighh0qfwmm86mqyv5f5,0.6111111111111112,55.0,0.9629629629629629,0.48571428571428577,0.32,7.180915000000001,0.5675835,0.250374,0.420717
prolific,ff6kgadu0qjiwk84rukj1h84,0.32222222222222224,40.0,0.9487179487179487,0.19999999999999996,0.56,2.96687,0.865005,0.572392,0.4558955
prolific,fiqso5uscn2zlqereap76xmw,0.5222222222222223,42.0,0.6829268292682927,0.7916666666666666,0.29333333333333333,2.50484,0.8603565,0.537971,0.4966845
prolific,fuqsuj8ayzevglbwkk56ps6r,0.6333333333333333,49.0,0.9591836734693877,0.95,0.13333333333333333,5.74901,0.551705,0.972869,-0.9270795000000001
prolific,g5eqvctv9id6b9ptz7kpkpcs,0.6777777777777778,52.0,1.0,0.5526315789473684,0.2,6.53161,0.8159175000000001,0.707379,0.18125449999999999
prolific,gg3va1kde4m54v1ewawz8bo7,0.6666666666666666,50.0,1.0,0.5128205128205128,0.21333333333333335,7.56489,0.715268,0.7732380000000001,-0.0884877
prolific,gm54uazasq1wwy757lnxv8a7,0.6222222222222222,57.0,0.8070175438596491,1.0,0.18666666666666668,3.068055,0.8704465,0.9296925,-0.1857345
prolific,grkd2z4k0wsugzpaadomco2b,0.6444444444444445,56.0,0.9636363636363636,0.47058823529411764,0.22666666666666666,10.1922,0.30776499999999996,0.7667935,-0.615707
prolific,gt2taip1p76tvaqyb4294t47,0.6555555555555556,56.0,0.9272727272727272,0.4411764705882353,0.18666666666666668,5.885505,0.9364395,0.4533195,0.8212055
prolific,h3s7f80w8xa29f1pe7wotkx8,0.4777777777777778,46.0,0.9130434782608695,0.5116279069767442,0.25333333333333335,5.218439999999999,0.365042,0.9875765,-1.28946
prolific,h5hs7yvdwt3561x7r3lb2ic3,0.45555555555555555,40.0,0.425,0.8775510204081632,0.29333333333333333,2.65203,0.28576500000000005,0.831536,-0.7882115
prolific,hhlynjf4hzepmv9w0mbcxqr6,0.5333333333333333,46.0,0.9333333333333333,0.6590909090909092,0.28,5.39834,0.4430725,0.7854315000000001,-0.465617
prolific,hrbrgwqw7co5zozydcd3fgrz,0.6666666666666666,55.0,1.0,0.8285714285714285,0.24,12.2179,0.6123375,0.919708,-0.57975
prolific,i0ugmx5o8r0kmwjzjg0izrr6,0.6222222222222222,52.0,0.9607843137254902,0.9210526315789473,0.17333333333333334,8.49418,0.4217785,0.9756125,-1.107705
prolific,i25gjxbngzv1icp6foea9h68,0.6666666666666666,58.0,0.9824561403508771,0.71875,0.24,5.00756,0.775366,0.900969,-0.285827
prolific,i6affm1b3nhuvqtt5axqrbx9,0.4111111111111111,42.0,0.8048780487804879,0.6041666666666667,0.14666666666666667,2.4830449999999997,0.5258385,0.9367829999999999,-0.6962619999999999
prolific,i7go7bwvda0otq6epxskd21k,0.5777777777777777,45.0,0.75,0.9333333333333333,0.21333333333333335,2.5785150000000003,0.4970465,0.888261,-0.623915
prolific,ii6vjnrw5osveykviroi5sjs,0.6888888888888889,69.0,0.6956521739130435,0.65,0.13333333333333333,1.7981099999999999,0.6425244999999999,0.5815195,0.11545
prolific,jakm2wy22dv5pig2gfe7sip6,0.6444444444444445,50.0,0.96,0.9743589743589743,0.17333333333333334,7.983155,0.4123535,0.969718,-1.05578
prolific,jenzwgz5xzbpfou39t519cbq,0.5888888888888889,49.0,0.9583333333333334,0.6341463414634146,0.22666666666666666,6.94259,0.27080499999999996,0.935415,-1.0994950000000001
prolific,jfvqy4bcxgd0018eo9v0aemz,0.6555555555555556,60.0,1.0,0.3793103448275862,0.26666666666666666,17.92885,0.8912945000000001,0.7325195,0.31227499999999997
prolific,jnabdy80h0q1gk2nwhrpcq4c,0.7333333333333333,54.0,0.9811320754716981,0.38888888888888884,0.16,10.1059,0.30320800000000003,0.487607,-0.2484715
prolific,jpjqotrhlpgroq452sz8q1pp,0.6444444444444445,49.0,0.9795918367346939,0.95,0.18666666666666668,7.55847,0.5246934999999999,0.962578,-0.8930525
prolific,jsiz28uvujubuu9fh299yt2x,0.6888888888888889,59.0,0.9655172413793104,0.5806451612903225,0.2,4.734875000000001,0.929558,0.7226585,0.440266
prolific,jsqd8nqe3yz1wf39o073cupk,0.7222222222222222,59.0,0.9655172413793104,0.25806451612903225,0.16,9.477855,0.726245,0.3093875,0.550886
prolific,jwf8igqmhrzi0d5auaw283ge,0.5555555555555556,48.0,0.9574468085106383,0.40476190476190477,0.26666666666666666,2.91093,0.9726195,0.9275145,0.210378
prolific,k20lt88h187bwdhylafnqt2u,0.5333333333333333,45.0,0.7727272727272727,0.6444444444444444,0.29333333333333333,4.02104,0.239637,0.6929935,-0.5793269999999999
prolific,k4r8vpzt3fw549gr1ud5u95y,0.5666666666666667,51.0,0.84,0.9743589743589743,0.26666666666666666,4.849925000000001,0.474679,0.8833085,-0.6414495
prolific,k9loevk12co5ni85iv4n1nhy,0.4777777777777778,36.0,0.8571428571428571,0.5925925925925926,0.28,2.66988,0.366745,0.963299,-0.9820720000000001
prolific,ko9z51q0qculkdsls68k4ph7,0.5111111111111111,44.0,0.7954545454545454,0.6222222222222222,0.29333333333333333,2.0279499999999997,0.887238,0.9010294999999999,-0.05311705
prolific,kwiconcwj088eqixqr19bdvk,0.4888888888888889,42.0,0.926829268292683,0.6041666666666667,0.3466666666666667,4.349145,0.8598825,0.9250609999999999,-0.20168599999999998
prolific,l3dgmgy4ntgblrflll7epil4,0.7333333333333333,62.0,0.9838709677419355,0.5185185185185186,0.14666666666666667,8.063345,0.7386165,0.8341985,-0.1482465
prolific,lfefipdfxe5vmdz550ub6rab,0.5333333333333333,44.0,0.7674418604651163,0.6086956521739131,0.21333333333333335,2.3732249999999997,0.9391054999999999,0.6960405000000001,0.4894875
prolific,lhrpsrhtf4ubnk9dev13a55u,0.5222222222222223,51.0,0.7843137254901961,0.6578947368421053,0.36,3.858625,0.7984469999999999,0.5610595,0.348501
prolific,ln0nrlca6tvkni2ac7xi7h7p,0.6666666666666666,49.0,0.9166666666666666,0.2195121951219512,0.13333333333333333,9.15681,0.18200349999999998,0.6251450000000001,-0.6148065
prolific,m1nml3stwvbiv4tyez8791cz,0.7444444444444445,59.0,1.0,0.6774193548387097,0.14666666666666667,14.9725,0.4600255,0.8270775,-0.5188455
prolific,m2d9cakvpjzfvssrwsue1l8x,0.7,57.0,0.8571428571428571,0.8787878787878788,0.16,3.006635,0.938636,0.921921,0.05367605
prolific,m4wzuj1s8ja9agm0qoc2xj95,0.6666666666666666,58.0,0.9137931034482759,0.967741935483871,0.2,4.0367049999999995,0.9085565,0.945525,-0.176952
prolific,mg7hs29j7m7upg6e67lt7xnc,0.5666666666666667,47.0,0.9782608695652174,0.5116279069767442,0.28,7.44238,0.7325615,0.7230965,0.0268622
prolific,miokf3xp31sodz9fu1ooo8rv,0.5,44.0,1.0,0.4,0.3333333333333333,8.32647,0.931704,0.6942775000000001,0.499289
prolific,mkx1kg37cbbam013vv3o4d5n,0.7777777777777778,62.0,1.0,0.6785714285714286,0.17333333333333334,8.526454999999999,0.6201865,0.808514,-0.29244400000000004
prolific,ml99dlvnxomrv0ljb817mo1s,0.6666666666666666,53.0,1.0,0.6216216216216216,0.2,6.645910000000001,0.9075305,0.862977,0.11077799999999999
prolific,mn3egk3kcwj6f1iqo6txxdc8,0.4777777777777778,39.0,0.9743589743589743,0.78,0.37333333333333335,8.270105000000001,0.6948989999999999,0.03395695,1.21029
prolific,mw91qbdbkogx67zcyhafmq4o,0.7111111111111111,53.0,0.9807692307692307,0.43243243243243246,0.16,8.49382,0.5575650000000001,0.580951,-0.010190049999999999
prolific,mx811ate6r8f9iz7i54tx8qh,0.5333333333333333,46.0,0.9777777777777777,0.2954545454545454,0.30666666666666664,6.947975,0.8421799999999999,0.536335,0.4533855
prolific,mzbjh9jcagvog8amt8gmj6l9,0.6555555555555556,56.0,0.9636363636363636,0.2941176470588235,0.16,3.433665,0.5160045,0.959974,-0.839048
prolific,ne5nmyju0k0oi4ez7ql5rkbc,0.4222222222222222,43.0,0.7674418604651163,0.6086956521739131,0.28,1.95933,0.374658,0.9485520000000001,-0.8880485
prolific,neoj5f2tsstve521cz90zd7y,0.5888888888888889,53.0,0.8461538461538461,0.8378378378378378,0.17333333333333334,5.507054999999999,0.23827900000000002,0.9455685,-1.187645
prolific,o1tws8uglfy7iud0zcdhb0of,0.4222222222222222,33.0,0.9393939393939394,0.6785714285714286,0.3466666666666667,4.008185,0.9048285,0.923359,-0.12416150000000001
prolific,o6kb7svqlmiv784yyvo82og9,0.43333333333333335,40.0,0.46153846153846156,0.76,0.3466666666666667,2.0402199999999997,0.2845925,0.8552325000000001,-0.799365
prolific,obyyqp9qfruwsd0srd1za801,0.28888888888888886,31.0,0.9032258064516129,0.22413793103448276,0.2,-21.7193,0.0015407749999999999,0.0551598,-0.6598645000000001
prolific,ofrox51pmggtdf039k1xu98q,0.7888888888888889,61.0,1.0,0.5714285714285714,0.12,6.63626,0.761638,0.8071025000000001,-0.101171
prolific,og5eiqhl4ell3pvt7e47zjx1,0.6,48.0,0.9166666666666666,0.5609756097560976,0.17333333333333334,5.061495,0.32640349999999996,0.6980230000000001,-0.481008
prolific,ozklnmnvkoeg9rhy7e65pj31,0.5333333333333333,48.0,0.8936170212765957,0.9047619047619048,0.2,3.716875,0.7987755,0.9675425,-0.519326
prolific,p63k33kd0va3yr9hsisv7nza,0.5444444444444444,44.0,0.9767441860465116,0.9130434782608696,0.25333333333333335,5.6513100000000005,0.7881635,0.977624,-0.6403650000000001
prolific,pfs02c9pkgwibojrw7huyt8j,0.6333333333333333,56.0,0.9090909090909091,0.9117647058823529,0.21333333333333335,4.23816,0.840444,0.9152145,-0.239282
prolific,pfvcy6m8s0xkkfd9llpty0gt,0.6444444444444445,47.0,1.0,0.4651162790697675,0.24,11.18335,0.803176,0.8190215000000001,-0.012420500000000001
prolific,pinf9kszx4wbdkhy5l1hwa6c,0.5666666666666667,47.0,0.8695652173913043,0.8372093023255813,0.28,3.999505,0.827696,0.980911,-0.5626450000000001
prolific,pj2juz9u4o3412tuhaaon2mx,0.7,74.0,0.5405405405405406,0.5333333333333333,0.22666666666666666,5.63258,0.0665813,0.00384607,0.828337
prolific,pky1krp9005h74sp6c3uzav9,0.5111111111111111,47.0,1.0,0.2558139534883721,0.29333333333333333,6.438795000000001,0.8603725,0.47371,0.5976315000000001
prolific,po1nb7atf5j4ghhdgotzdk87,0.7555555555555555,55.0,1.0,0.4117647058823529,0.16,14.7483,0.9120375000000001,0.7944045,0.273229
prolific,prixwwn7ldvehxeuaw036cka,0.5444444444444444,42.0,0.975609756097561,0.6458333333333333,0.25333333333333335,8.54359,0.45280750000000003,0.8623625,-0.60292
prolific,ptz9jbgy1fhpy8jo3lpshxna,0.43333333333333335,43.0,0.5,0.9361702127659575,0.30666666666666664,1.394325,0.9270685,0.658771,0.51115
prolific,pv0jxvb2357a5p0fwzibuqry,0.5444444444444444,49.0,1.0,0.24390243902439024,0.36,7.291605000000001,0.7887295,0.393292,0.5547975
